|DP|DPNOM|DPMP|MPIO|AÑO|ÁREA GEOGRÁFICA|Total population_x|AUX_LOC|TONELADAS DE RESIDUOS|TONELADAS APROVECHADAS|Tasa_de_aprovechamiento|Total population_y|Id Empresa|Empresa|Nombre del departamento|Nombre del municipio|Nombre sitio disposición final|NUSD|Fecha inicio operaciones|Tipo disposición final|Longitud|Latitud|Propietario predio del SDF|Entidad otorgó autorización|Tipo autorización ambiental|No. Res. de la autorización|Fecha Res. de la Autorización|Fecha terminación vigencia Res|Fecha terminación vida útil|fecha hoy|años_vida|Capacidad de diseño|Entidad otorgó permiso vertimi|No.Res. permiso vertimiento|Fecha Res. permiso vertimiento|Fecha term permiso vertimiento|Fecha aplicación metodología|Fecha de certificación
115|||||2021|||PUTUMAYO-PUERTO ASIS|||0.0||734|EMPRESA DE ACUEDUCTO ALCANTARILLADO Y ASEO DE PUERTO ASIS E.S.P.|PUTUMAYO|PUERTO ASIS|KILILI|673286568|1990-05-12|celda de contingencia|-762929630|-0.32131|"29|MUNICIPIO"|"65|CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL URABÁ ¿ CORPOURABA"|otro tipo de acto administrativo|383|2015-05-27|2020-12-31|2020-12-31|2022-06-25|0.0|6120.0|"47|CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL SUR DE LA AMAZONIA - CORPOAMAZONIA"|1125|2016-04-24|2020-12-31|2016-05-01|2017-08-25
116|||||2021|||ANTIOQUIA-CONCEPCION|||0.0||1818|MUNICIPIO DE CONCEPCION|ANTIOQUIA|CONCEPCION|RELLENO SANITARIO CERRO DE LA VIRGEN|966505206|1993-01-01|Relleno sanitario|-752526020|63830000.0|"29|MUNICIPIO"|"41|CORPORACIÓN AUTÓNOMA REGIONAL DE LOS RÍOS NEGRO Y NARE - CORNARE"|otro tipo de acto administrativo|5917|1999-12-04|2027-12-04|2027-12-04|2022-06-25|5.0|37188.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-01-01|2018-07-04
117|||||2021|||ANTIOQUIA-CONCORDIA|||0.0||1863|EMPRESAS PÚBLICAS MUNICIPALES DE CONCORDIA E.S.P.|ANTIOQUIA|CONCORDIA|RELLENO SANITARIO CONCORDIA|2783605209|2002-10-01|Relleno sanitario|-755442000|60315000.0|"29|MUNICIPIO"|"53|CORPORACIÓN AUTÓNOMA REGIONAL DEL CENTRO DE ANTIOQUIA -  CORANTIOQUIA"|Licencia ambiental|160CI-RES1807-4057|2018-07-26|2022-11-25|2022-11-26|2022-06-25|0.0|7987.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2019-12-01|2022-03-17
118|||||2021|||ANTIOQUIA-DABEIBA|||0.0||23421|EMPRESAS PUBLICAS DE DABEIBA S.A.S   E.S.P        |ANTIOQUIA|DABEIBA|RELLENO SANITARIO DE DABEIBA|1347605234|2015-12-01|Relleno sanitario|-761419000|61903300.0|"29|MUNICIPIO"|"75|NO CUENTA CON PERMISO AMBIENTAL"||||||2022-06-25||9642.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2019-06-01|2019-09-21
119|||||2021|||ANTIOQUIA-ENTRERRIOS|||0.0||20002|UNIDAD DE SERVICIOS PÚBLICOS DEL MUNICIPIO DE ENTRERRIOS|ANTIOQUIA|ENTRERRIOS|RELLENO SANITARIO ENTRERRIOS|204105264|1998-08-28|Relleno sanitario|-755200000|65653000.0|"29|MUNICIPIO"|"53|CORPORACIÓN AUTÓNOMA REGIONAL DEL CENTRO DE ANTIOQUIA -  CORANTIOQUIA"|Licencia ambiental|130TH-3782|2005-02-18|2017-02-18|2017-02-18|2022-06-25|0.0|18353.9|"53|CORPORACIÓN AUTÓNOMA REGIONAL DEL CENTRO DE ANTIOQUIA -  CORANTIOQUIA"|130TH-3782|2005-02-18|2017-02-18|2016-04-01|2016-09-02
120|||||2021|||AMAZONAS-LETICIA|||0.0||23478|ALCALDIA DE LETICIA|AMAZONAS|LETICIA|RELLENO SANITARIO LETICIA|394291001|2015-08-29|Relleno sanitario|-699930800|-39999999.0|"29|MUNICIPIO"|"47|CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL SUR DE LA AMAZONIA - CORPOAMAZONIA"|Licencia ambiental|178|2015-08-06|2016-12-30|2039-05-06|2022-06-25|16.0|11009.0|"47|CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL SUR DE LA AMAZONIA - CORPOAMAZONIA"|390|2013-05-10|2016-12-30|2016-01-01|2017-01-31
121|||||2021|||ANTIOQUIA-FRONTINO|||0.0||793|EMPRESA DE SERVICIOS PUBLICOS  DE FRONTINO E.S.P. FRONTINO|ANTIOQUIA|FRONTINO|PARQUE DE APROVECHAMIENTO DE RESIDUOS SOLIDOS LA ESPERANZA|960005284|2013-06-08|Relleno sanitario|-761180553|68064444.0|"29|MUNICIPIO"|"65|CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL URABÁ ¿ CORPOURABA"|Licencia ambiental|200-03-20-02-0649-2010|2010-05-20|2038-06-08|2038-06-08|2022-06-25|15.0|1.5664e+16|"65|CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL URABÁ ¿ CORPOURABA"|200-03-20-02-0649-2010|2010-05-20|2038-06-08|2016-01-01|2018-06-27
122|||||2021|||ANTIOQUIA-GIRALDO|||0.0||25524|EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE GIRALDO S.A. E.S.P |ANTIOQUIA|GIRALDO|GIRALDO|2474705306|2010-06-10|botadero a cielo abierto|-759470560|66747220.0|"29|MUNICIPIO"|"65|CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL URABÁ ¿ CORPOURABA"|Licencia ambiental|200-03-20-02-0652-2010|2010-05-05|2022-12-30|2022-12-30|2022-06-25|0.0|15000.0|"65|CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL URABÁ ¿ CORPOURABA"|200-03-20-02-0652-2010|2010-05-05|2022-12-30|2016-01-01|2021-10-08
123|86.0|PUTUMAYO|86001.0|MOCOA|2021|Cabecera Municipal|41.364|PUTUMAYO-MOCOA|9140.92|0.0|0.0|717060.0|28511|EMPRESA METROPOLITANA DE ASEO DEL PUTUMAYO S.A.S. E.S.P.|PUTUMAYO|MOCOA|RELLENO SANITARIO VEREDA MEDIO AFAN|570586001|2015-02-01|Relleno sanitario|-763800284|11038698.0|"29|MUNICIPIO"|"47|CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL SUR DE LA AMAZONIA - CORPOAMAZONIA"|Licencia ambiental|696|2018-06-06|2043-09-09|2043-09-09|2022-06-25|21.0|657000.0|"47|CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL SUR DE LA AMAZONIA - CORPOAMAZONIA"|696|2018-06-06|2043-09-09|2016-04-01|2019-11-22
124|86.0|PUTUMAYO|86001.0|MOCOA|2021|Centros Poblados y Rural Disperso|18.391|PUTUMAYO-MOCOA|9140.92|0.0|0.0|717060.0|28511|EMPRESA METROPOLITANA DE ASEO DEL PUTUMAYO S.A.S. E.S.P.|PUTUMAYO|MOCOA|RELLENO SANITARIO VEREDA MEDIO AFAN|570586001|2015-02-01|Relleno sanitario|-763800284|11038698.0|"29|MUNICIPIO"|"47|CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL SUR DE LA AMAZONIA - CORPOAMAZONIA"|Licencia ambiental|696|2018-06-06|2043-09-09|2043-09-09|2022-06-25|21.0|657000.0|"47|CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL SUR DE LA AMAZONIA - CORPOAMAZONIA"|696|2018-06-06|2043-09-09|2016-04-01|2019-11-22
125|86.0|PUTUMAYO|86001.0|MOCOA|2021|Total|59.755|PUTUMAYO-MOCOA|9140.92|0.0|0.0|717060.0|28511|EMPRESA METROPOLITANA DE ASEO DEL PUTUMAYO S.A.S. E.S.P.|PUTUMAYO|MOCOA|RELLENO SANITARIO VEREDA MEDIO AFAN|570586001|2015-02-01|Relleno sanitario|-763800284|11038698.0|"29|MUNICIPIO"|"47|CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL SUR DE LA AMAZONIA - CORPOAMAZONIA"|Licencia ambiental|696|2018-06-06|2043-09-09|2043-09-09|2022-06-25|21.0|657000.0|"47|CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL SUR DE LA AMAZONIA - CORPOAMAZONIA"|696|2018-06-06|2043-09-09|2016-04-01|2019-11-22
126|||||2021|||CAQUETA-SAN VICENTE DEL CAGUAN|||0.0||31893|SOLUCIONES AMBIENTALES INTEGRALES DE LA AMAZONIA S.A. E.S.P.|CAQUETA|SAN VICENTE DEL CAGUAN|RELLENO SANITARIO YOTUEL|1098418753|2013-12-06|Relleno sanitario|-748425000|20748611.0|"28|EMPRESA OPERADORA"|"47|CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL SUR DE LA AMAZONIA - CORPOAMAZONIA"|Licencia ambiental|2|2012-01-12|2036-02-28|2036-02-28|2022-06-25|13.0|159870.0|"47|CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL SUR DE LA AMAZONIA - CORPOAMAZONIA"|2|2012-01-12|2036-02-28|2016-04-01|2018-12-12
127|||||2021|||ANTIOQUIA-GRANADA|||0.0||2356|EMPRESA DE SERVICIOS PÚBLICOS DE GRANADA|ANTIOQUIA|GRANADA|GRANADA|1321505313|2010-12-29|Relleno sanitario|-751645920|61471970.0|"29|MUNICIPIO"|"41|CORPORACIÓN AUTÓNOMA REGIONAL DE LOS RÍOS NEGRO Y NARE - CORNARE"|Licencia ambiental|112-8091|2010-12-29|2030-12-29|2030-12-29|2022-06-25|8.0|38275.0|"41|CORPORACIÓN AUTÓNOMA REGIONAL DE LOS RÍOS NEGRO Y NARE - CORNARE"|112-1183|2018-03-12|2030-12-29|2018-11-01|2019-08-21
128|||||2021|||ANTIOQUIA-GUATAPE|||0.0||1149|EMPRESA DE SERVICIOS  PUBLICOS DE GUATAPE S.A.S E.S.P|ANTIOQUIA|GUATAPE|RELLENO SANITARIO MIRAFLORES|2580905321|1999-09-07|Relleno sanitario|-758833330|64666660.0|"29|MUNICIPIO"|"41|CORPORACIÓN AUTÓNOMA REGIONAL DE LOS RÍOS NEGRO Y NARE - CORNARE"|Licencia ambiental|4110|1999-09-07|2030-12-31|2030-12-31|2022-06-25|8.0|200000.0|"41|CORPORACIÓN AUTÓNOMA REGIONAL DE LOS RÍOS NEGRO Y NARE - CORNARE"|132-0001|2015-01-21|2025-01-20|2016-04-30|2021-11-25
129|||||2021|||ANTIOQUIA-LA UNION|||0.0||91|EMPRESA DE SERVICIOS PUBLICOS LA UNION S.A E.S.P.|ANTIOQUIA|LA UNION|RELLENO SANITARIO BUENA VISTA|2664905400|1991-08-25|Relleno sanitario|-753500000|59500000.0|"29|MUNICIPIO"|"41|CORPORACIÓN AUTÓNOMA REGIONAL DE LOS RÍOS NEGRO Y NARE - CORNARE"|Aprobacion PMA|112-3538|2009-07-28|2036-07-28|2036-07-28|2022-06-25|14.0|44886.0|"41|CORPORACIÓN AUTÓNOMA REGIONAL DE LOS RÍOS NEGRO Y NARE - CORNARE"|131-0699|2015-10-19|2036-10-19|2016-04-29|2022-01-19
130|||||2021|||ANTIOQUIA-MACEO|||0.0||23336|EMPRESA DE SERVICIOS PUBLICOS DE MACEO S.A.S  E.S.P.|ANTIOQUIA|MACEO|TINAJAS|2241805425|2010-04-01|Relleno sanitario|-748178783|65844363.0|"28|EMPRESA OPERADORA"|"53|CORPORACIÓN AUTÓNOMA REGIONAL DEL CENTRO DE ANTIOQUIA -  CORANTIOQUIA"|Licencia ambiental|130ZF2478|2006-11-21|2036-11-21|2040-11-21|2022-06-25|18.0|9699000000000000.0|"53|CORPORACIÓN AUTÓNOMA REGIONAL DEL CENTRO DE ANTIOQUIA -  CORANTIOQUIA"|130ZF2478|2006-11-21|2036-11-21|2016-01-01|2021-06-24
131|||||2021|||ANTIOQUIA-PENOL|||0.0||794|AGUAS Y ASEO DE EL PEÑOL E.S.P.|ANTIOQUIA|PENOL|LAS HOYERAS|2633605541|2002-07-26|Relleno sanitario|-759500000|65166670.0|"29|MUNICIPIO"|"41|CORPORACIÓN AUTÓNOMA REGIONAL DE LOS RÍOS NEGRO Y NARE - CORNARE"|Licencia ambiental|2501|2002-07-26|2034-12-31|2034-12-31|2022-06-25|12.0|90093.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-30|2021-12-22
132|||||2021|||ANTIOQUIA-PEQUE|||0.0||26547|EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DEL MUNICIPIO DE PEQUE ANTIOQUIA S.A E.S.P |ANTIOQUIA|PEQUE|LA GRANJA|797505543|1990-08-01|botadero a cielo abierto|-750913500|70221944.0|"29|MUNICIPIO"|"75|NO CUENTA CON PERMISO AMBIENTAL"||||||2022-06-25||3363.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-01-01|2017-12-12
133|||||2021|||ANTIOQUIA-PUERTO BERRIO|||0.0||2150|AGUAS DEL PUERTO S.A E.S.P|ANTIOQUIA|PUERTO BERRIO|LA TABACA|625405579|2006-02-01|Relleno sanitario|-744596580|65502300.0|"31|OTRA PERSONA NATURAL O JURIDICA"|"53|CORPORACIÓN AUTÓNOMA REGIONAL DEL CENTRO DE ANTIOQUIA -  CORANTIOQUIA"|Licencia ambiental|130ZF-4111|2010-09-08|2021-09-02|2027-09-02|2022-06-25|5.0|347294.0|"53|CORPORACIÓN AUTÓNOMA REGIONAL DEL CENTRO DE ANTIOQUIA -  CORANTIOQUIA"|130ZF-4111|2010-09-02|2021-09-02|2016-04-30|2017-07-27
134|||||2021|||ANTIOQUIA-REMEDIOS|||0.0||30011|AGUAS Y SERVICIOS DEL ITE  S.A.S   E.S.P.|ANTIOQUIA|REMEDIOS|PARQUE AMBIENTAL PARAJE PUENTE ROTO|2246805604|2014-04-10|Relleno sanitario|-746834784|70207764.0|"29|MUNICIPIO"|"53|CORPORACIÓN AUTÓNOMA REGIONAL DEL CENTRO DE ANTIOQUIA -  CORANTIOQUIA"|Licencia ambiental|13OZF-15016940|2015-01-08|2018-04-10|2026-03-01|2022-06-25|3.0|54322.0|"53|CORPORACIÓN AUTÓNOMA REGIONAL DEL CENTRO DE ANTIOQUIA -  CORANTIOQUIA"|13OZF-15016940|2015-01-08|2018-04-10|2019-11-20|2021-06-25
135|||||2021|||ANTIOQUIA-SABANALARGA|||0.0||22745|EMPRESA DE SERVICIOS PUBLICOS DOMICILIAMRIOS DEL MUNICIPIO DE SABANALARGA S.A E.S.P |ANTIOQUIA|SABANALARGA|PARQUE AMBIENTAL Y ECOLOGICO EL JUNQUITO|1832705628|2000-10-02|Relleno sanitario|-754827000|65118000.0|"29|MUNICIPIO"|"53|CORPORACIÓN AUTÓNOMA REGIONAL DEL CENTRO DE ANTIOQUIA -  CORANTIOQUIA"|Licencia ambiental|130HX-1307-6659|2013-07-31|2023-07-31|2023-07-31|2022-06-25|1.0|4446.0|"53|CORPORACIÓN AUTÓNOMA REGIONAL DEL CENTRO DE ANTIOQUIA -  CORANTIOQUIA"|130HX-1307-6659|2013-07-31|2023-07-31|2019-01-01|2020-12-08
136|5.0|ANTIOQUIA|5736.0|SEGOVIA|2021|Cabecera Municipal|33.087|ANTIOQUIA-SEGOVIA|14436.7|0.0|0.0|479880.0|21861|SEGOVIA ASEO S.A.  E.S.P.|ANTIOQUIA|SEGOVIA|LA VERA|833805736|2007-08-15|Relleno sanitario|-747130000|70810000.0|"29|MUNICIPIO"|"53|CORPORACIÓN AUTÓNOMA REGIONAL DEL CENTRO DE ANTIOQUIA -  CORANTIOQUIA"|Licencia ambiental|9900204|1999-12-06|2017-12-06|2017-12-06|2022-06-25|0.0|98280.0|"53|CORPORACIÓN AUTÓNOMA REGIONAL DEL CENTRO DE ANTIOQUIA -  CORANTIOQUIA"|9900204|1999-12-06|2017-12-06|2017-12-06|2018-02-19
137|5.0|ANTIOQUIA|5736.0|SEGOVIA|2021|Centros Poblados y Rural Disperso|6.903|ANTIOQUIA-SEGOVIA|14436.7|0.0|0.0|479880.0|21861|SEGOVIA ASEO S.A.  E.S.P.|ANTIOQUIA|SEGOVIA|LA VERA|833805736|2007-08-15|Relleno sanitario|-747130000|70810000.0|"29|MUNICIPIO"|"53|CORPORACIÓN AUTÓNOMA REGIONAL DEL CENTRO DE ANTIOQUIA -  CORANTIOQUIA"|Licencia ambiental|9900204|1999-12-06|2017-12-06|2017-12-06|2022-06-25|0.0|98280.0|"53|CORPORACIÓN AUTÓNOMA REGIONAL DEL CENTRO DE ANTIOQUIA -  CORANTIOQUIA"|9900204|1999-12-06|2017-12-06|2017-12-06|2018-02-19
138|5.0|ANTIOQUIA|5736.0|SEGOVIA|2021|Total|39.990|ANTIOQUIA-SEGOVIA|14436.7|0.0|0.0|479880.0|21861|SEGOVIA ASEO S.A.  E.S.P.|ANTIOQUIA|SEGOVIA|LA VERA|833805736|2007-08-15|Relleno sanitario|-747130000|70810000.0|"29|MUNICIPIO"|"53|CORPORACIÓN AUTÓNOMA REGIONAL DEL CENTRO DE ANTIOQUIA -  CORANTIOQUIA"|Licencia ambiental|9900204|1999-12-06|2017-12-06|2017-12-06|2022-06-25|0.0|98280.0|"53|CORPORACIÓN AUTÓNOMA REGIONAL DEL CENTRO DE ANTIOQUIA -  CORANTIOQUIA"|9900204|1999-12-06|2017-12-06|2017-12-06|2018-02-19
139|||||2021|||ANTIOQUIA-SAN ANDRES DE CUERQUIA|||0.0||23363|EMPRESAS PUBLICAS DE SAN ANDRES DE CUERQUIA SA ESP|ANTIOQUIA|SAN ANDRES DE CUERQUIA|AGUAS VIVAS|2410005647|2002-03-12|Relleno sanitario|-750000000|60000000.0|"29|MUNICIPIO"|"53|CORPORACIÓN AUTÓNOMA REGIONAL DEL CENTRO DE ANTIOQUIA -  CORANTIOQUIA"|Licencia ambiental|130TH-4307|2002-03-12|2020-03-08|2020-03-08|2022-06-25|0.0|20000.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-01|2021-09-02
140|||||2021|||ANTIOQUIA-SAN CARLOS|||0.0||20109|UNIDAD DE SERVICIOS PUBLICOS DOMICILIARIOS DEL MUNICIPIO DE SAN CARLOS AGUAS Y ASEO DEL TABOR|ANTIOQUIA|SAN CARLOS|EL CAIMO|625705649|1990-03-21|Relleno sanitario|-749559550|61949980.0|"29|MUNICIPIO"|"41|CORPORACIÓN AUTÓNOMA REGIONAL DE LOS RÍOS NEGRO Y NARE - CORNARE"|Licencia ambiental|2139|1999-05-14|2018-12-31|2018-12-31|2022-06-25|0.0|176901.0|"41|CORPORACIÓN AUTÓNOMA REGIONAL DE LOS RÍOS NEGRO Y NARE - CORNARE"|2139|1999-05-14|2018-12-31|2016-07-19|2017-07-28
141|||||2021|||ANTIOQUIA-SAN FRANCISCO|||0.0||26742|EMPRESA DE SERVICIOS PUBLICOS DE SAN FRANCISCO ANTIOQUIA SAS ESP|ANTIOQUIA|SAN FRANCISCO|EL PAJUI|644205652|2013-10-01|Relleno sanitario|-756712000|55755000.0|"29|MUNICIPIO"|"41|CORPORACIÓN AUTÓNOMA REGIONAL DE LOS RÍOS NEGRO Y NARE - CORNARE"|Licencia ambiental|112-0479|2010-11-03|2018-01-03|2018-01-03|2022-06-25|0.0|2.441e+16|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2017-01-01|2017-08-10
142|||||2021|||ANTIOQUIA-SAN JOSE DE LA MONTANA|||0.0||706|UNIDAD DE SERVICIOS PUBLICOS DOMICILIARIOS DEL MUNICIPIO DE SAN JOSE DE LA MONTAÑA|ANTIOQUIA|SAN JOSE DE LA MONTANA|LOS ROBLES|623705658|2004-01-04|Relleno sanitario|-668583010|137571470.0|"29|MUNICIPIO"|"53|CORPORACIÓN AUTÓNOMA REGIONAL DEL CENTRO DE ANTIOQUIA -  CORANTIOQUIA"|Licencia ambiental|2843|2003-12-10|2022-12-10|2024-12-10|2022-06-25|2.0|50000.0|"53|CORPORACIÓN AUTÓNOMA REGIONAL DEL CENTRO DE ANTIOQUIA -  CORANTIOQUIA"|1104-8263|2011-04-15|2022-04-15|2016-08-10|2017-07-26
143|||||2021|||ANTIOQUIA-SAN LUIS|||0.0||26072|EMPRESAS PUBLICAS DE SAN LUIS S.A.S. E.S.P.|ANTIOQUIA|SAN LUIS|SAN FRANCISCO|1335305660|2013-08-27|Relleno sanitario|-750073600|60486380.0|"29|MUNICIPIO"|"41|CORPORACIÓN AUTÓNOMA REGIONAL DE LOS RÍOS NEGRO Y NARE - CORNARE"|Licencia ambiental|1123265|2013-08-27|2025-08-26|2025-08-26|2022-06-25|3.0|19907.0|"41|CORPORACIÓN AUTÓNOMA REGIONAL DE LOS RÍOS NEGRO Y NARE - CORNARE"|1123265|2013-08-27|2025-08-26|2016-01-01|2019-09-06
144|||||2021|||ANTIOQUIA-SAN VICENTE FERRER|||0.0||1405|SECRETARIA DE SERVICIOS PUBLICOS MUNICIPIO DE SAN VICENTE |ANTIOQUIA|SAN VICENTE FERRER|GRANJA EXPERIMENTAL DE RESIDUOS SOLIDOS|994005674|1993-01-01|Relleno sanitario|-751956000|61655000.0|"29|MUNICIPIO"|"41|CORPORACIÓN AUTÓNOMA REGIONAL DE LOS RÍOS NEGRO Y NARE - CORNARE"|Licencia ambiental|112-5337|2003-02-27|2024-02-27|2024-02-27|2022-06-25|1.0|27317.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-01|2018-08-06
145|||||2021|||ANTIOQUIA-TAMESIS|||0.0||26842|EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS TAMESIS ESP SAS|ANTIOQUIA|TAMESIS|SANTA TERESA|2544905789|2002-12-31|Relleno sanitario|-762906660|61183330.0|"29|MUNICIPIO"|"53|CORPORACIÓN AUTÓNOMA REGIONAL DEL CENTRO DE ANTIOQUIA -  CORANTIOQUIA"|Licencia ambiental|160-CA-15069407|2015-06-23|2021-08-28|2024-12-31|2022-06-25|2.0|14091.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-30|2021-11-09
146|5.0|ANTIOQUIA|5034.0|ANDES|2021|Cabecera Municipal|22.399|ANTIOQUIA-ANDES|4137.0|0.0|0.0|538620.0|26991|EMPRESA DE SERVICIOS PUBLICOS DE ANDES S.A E.S.P|ANTIOQUIA|ANDES|ALTO DEL RAYO|1206505034|2014-07-01|Relleno sanitario|-758896500|56874500.0|"29|MUNICIPIO"|"53|CORPORACIÓN AUTÓNOMA REGIONAL DEL CENTRO DE ANTIOQUIA -  CORANTIOQUIA"|Licencia ambiental|140810974|2014-08-15|2017-08-14|2017-08-14|2022-06-25|0.0|40797.0|"53|CORPORACIÓN AUTÓNOMA REGIONAL DEL CENTRO DE ANTIOQUIA -  CORANTIOQUIA"|140810974|2014-08-15|2017-08-14|2016-04-16|2019-04-24
147|5.0|ANTIOQUIA|5034.0|ANDES|2021|Centros Poblados y Rural Disperso|22.486|ANTIOQUIA-ANDES|4137.0|0.0|0.0|538620.0|26991|EMPRESA DE SERVICIOS PUBLICOS DE ANDES S.A E.S.P|ANTIOQUIA|ANDES|ALTO DEL RAYO|1206505034|2014-07-01|Relleno sanitario|-758896500|56874500.0|"29|MUNICIPIO"|"53|CORPORACIÓN AUTÓNOMA REGIONAL DEL CENTRO DE ANTIOQUIA -  CORANTIOQUIA"|Licencia ambiental|140810974|2014-08-15|2017-08-14|2017-08-14|2022-06-25|0.0|40797.0|"53|CORPORACIÓN AUTÓNOMA REGIONAL DEL CENTRO DE ANTIOQUIA -  CORANTIOQUIA"|140810974|2014-08-15|2017-08-14|2016-04-16|2019-04-24
148|5.0|ANTIOQUIA|5034.0|ANDES|2021|Total|44.885|ANTIOQUIA-ANDES|4137.0|0.0|0.0|538620.0|26991|EMPRESA DE SERVICIOS PUBLICOS DE ANDES S.A E.S.P|ANTIOQUIA|ANDES|ALTO DEL RAYO|1206505034|2014-07-01|Relleno sanitario|-758896500|56874500.0|"29|MUNICIPIO"|"53|CORPORACIÓN AUTÓNOMA REGIONAL DEL CENTRO DE ANTIOQUIA -  CORANTIOQUIA"|Licencia ambiental|140810974|2014-08-15|2017-08-14|2017-08-14|2022-06-25|0.0|40797.0|"53|CORPORACIÓN AUTÓNOMA REGIONAL DEL CENTRO DE ANTIOQUIA -  CORANTIOQUIA"|140810974|2014-08-15|2017-08-14|2016-04-16|2019-04-24
149|||||2021|||ANTIOQUIA-TARSO|||0.0||22823|EMPRESA DE SERVICIOS PUBLICOS DE TARSO S.A. E.S.P.|ANTIOQUIA|TARSO|LOS GUAYACANES|2815005792|2011-04-07|Relleno sanitario|-754908000|55070000.0|"31|OTRA PERSONA NATURAL O JURIDICA"|"53|CORPORACIÓN AUTÓNOMA REGIONAL DEL CENTRO DE ANTIOQUIA -  CORANTIOQUIA"|Licencia ambiental|130 CA-11046662|2011-04-07|2029-04-07|2031-04-07|2022-06-25|8.0|8434.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2021-06-01|2022-04-05
150|||||2021|||ANTIOQUIA-YALI|||0.0||22948|SERVICIOS PUBLICOS YALÍ S.A. E.S.P.|ANTIOQUIA|YALI|LA AURORA|1224705885|2009-08-20|Relleno sanitario|-748565720|66832820.0|"29|MUNICIPIO"|"53|CORPORACIÓN AUTÓNOMA REGIONAL DEL CENTRO DE ANTIOQUIA -  CORANTIOQUIA"|Licencia ambiental|130ZF-2949|2007-11-01|2028-11-25|2028-11-25|2022-06-25|6.0|36059.0|"53|CORPORACIÓN AUTÓNOMA REGIONAL DEL CENTRO DE ANTIOQUIA -  CORANTIOQUIA"|130ZF-2949|2007-11-01|2028-11-25|2017-01-01|2019-05-21
151|17.0|CALDAS|17001.0|MANIZALES|2021|Cabecera Municipal|425.181|CALDAS-MANIZALES|136677.23999999996|1715.33|0.012394668297582742|5400888.0|626|EMPRESA METROPOLITANA DE ASEO S.A.  E.S.P.|CALDAS|MANIZALES|LA ESMERALDA MANIZALES|208117001|1995-02-16|Relleno sanitario|-755089250|50803556.0|"29|MUNICIPIO"|"54|CORPORACIÓN AUTÓNOMA REGIONAL DE CALDAS - CORPOCALDAS"|Aprobacion PMA|1348-2020|2020-09-07|2034-09-07|2034-09-07|2022-06-25|12.0|2490000.0|"54|CORPORACIÓN AUTÓNOMA REGIONAL DE CALDAS - CORPOCALDAS"|1348-2020|2020-09-07|2034-09-07|2016-04-01|2021-08-31
152|17.0|CALDAS|17001.0|MANIZALES|2021|Centros Poblados y Rural Disperso|24.893|CALDAS-MANIZALES|136677.23999999996|1715.33|0.012394668297582742|5400888.0|626|EMPRESA METROPOLITANA DE ASEO S.A.  E.S.P.|CALDAS|MANIZALES|LA ESMERALDA MANIZALES|208117001|1995-02-16|Relleno sanitario|-755089250|50803556.0|"29|MUNICIPIO"|"54|CORPORACIÓN AUTÓNOMA REGIONAL DE CALDAS - CORPOCALDAS"|Aprobacion PMA|1348-2020|2020-09-07|2034-09-07|2034-09-07|2022-06-25|12.0|2490000.0|"54|CORPORACIÓN AUTÓNOMA REGIONAL DE CALDAS - CORPOCALDAS"|1348-2020|2020-09-07|2034-09-07|2016-04-01|2021-08-31
